3,male,Mr. Owen Harris Braund,22,7.25,0
1,female,Mrs. John Bradley (Florence Briggs Thayer) Cumings,38,71.28,1
3,female,Miss. Laina Heikkinen,26,7.93,1
1,female,Mrs. Jacques Heath (Lily May Peel) Futrelle,35,53.1,1
3,male,Mr. William Henry Allen,35,8.05,0
3,male,Mr. James Moran,27,8.46,0
1,male,Mr. Timothy J McCarthy,54,51.86,0
3,male,Master. Gosta Leonard Palsson,2,21.08,0
3,female,Mrs. Oscar W (Elisabeth Vilhelmina Berg) Johnson,27,11.13,1
2,female,Mrs. Nicholas (Adele Achem) Nasser,14,30.07,1
3,female,Miss. Marguerite Rut Sandstrom,4,16.7,1
1,female,Miss. Elizabeth Bonnell,58,26.55,1
3,male,Mr. William Henry Saundercock,20,8.05,0
3,male,Mr. Anders Johan Andersson,39,31.28,0
3,female,Miss. Hulda Amanda Adolfina Vestrom,14,7.85,0
2,female,Mrs. (Mary D Kingcome) Hewlett,55,16,1
3,male,Master. Eugene Rice,2,29.13,0
2,male,Mr. Charles Eugene Williams,23,13,1
3,female,Mrs. Julius (Emelia Maria Vandemoortele) Vander Planke,31,18,0
3,female,Mrs. Fatima Masselmani,22,7.23,1
2,male,Mr. Joseph J Fynney,35,26,0
2,male,Mr. Lawrence Beesley,34,13,1
3,female,Miss. Anna McGowan,15,8.03,1
1,male,Mr. William Thompson Sloper,28,35.5,1
3,female,Miss. Torborg Danira Palsson,8,21.08,0
3,female,Mrs. Carl Oscar (Selma Augusta Emilia Johansson) Asplund,38,31.39,1
3,male,Mr. Farred Chehab Emir,26,7.23,0
1,male,Mr. Charles Alexander Fortune,19,263,0
3,female,Miss. Ellen O'Dwyer,24,7.88,1
3,male,Mr. Lalio Todoroff,23,7.9,0
1,male,Don. Manuel E Uruchurtu,40,27.72,0
1,female,Mrs. William Augustus (Marie Eugenie) Spencer,48,146.52,1
3,female,Miss. Mary Agatha Glynn,18,7.75,1
2,male,Mr. Edward H Wheadon,66,10.5,0
1,male,Mr. Edgar Joseph Meyer,28,82.17,0
1,male,Mr. Alexander Oskar Holverson,42,52,0
3,male,Mr. Hanna Mamee,18,7.23,1
3,male,Mr. Ernest Charles Cann,21,8.05,0
3,female,Miss. Augusta Maria Vander Planke,18,18,0
3,female,Miss. Jamila Nicola-Yarred,14,11.24,1
3,female,Mrs. Johan (Johanna Persdotter Larsson) Ahlin,40,9.48,0
2,female,Mrs. William John Robert (Dorothy Ann Wonnacott) Turpin,27,21,0
2,female,Miss. Simonne Marie Anne Andree Laroche,3,41.58,1
3,female,Miss. Margaret Delia Devaney,19,7.88,1
3,male,Mr. William John Rogers,30,8.05,0
3,male,Mr. Denis Lennon,20,15.5,0
3,female,Miss. Bridget O'Driscoll,27,7.75,1
3,male,Mr. Youssef Samaan,16,21.68,0
3,female,Mrs. Josef (Josefine Franchi) Arnold-Franchi,18,17.8,0
3,male,Master. Juha Niilo Panula,7,39.69,0
3,male,Mr. Richard Cater Nosworthy,21,7.8,0
1,female,Mrs. Henry Sleeper (Myna Haxtun) Harper,49,76.73,1
2,female,Mrs. Lizzie (Elizabeth Anne Wilkinson) Faunthorpe,29,26,1
1,male,Mr. Engelhart Cornelius Ostby,65,61.98,0
1,male,Mr. Hugh Woolner,46,35.5,1
2,female,Miss. Emily Rugg,21,10.5,1
3,male,Mr. Mansouer Novel,28.5,7.23,0
2,female,Miss. Constance Mirium West,5,27.75,1
3,male,Master. William Frederick Goodwin,11,46.9,0
3,male,Mr. Orsen Sirayanian,22,7.23,0
1,female,Miss. Amelie Icard,38,80,1
1,male,Mr. Henry Birkhardt Harris,45,83.48,0
3,male,Master. Harald Skoog,4,27.9,0
1,male,Mr. Albert A Stewart,64,27.72,0
3,male,Master. Gerios Moubarek,7,15.25,1
2,female,Mrs. (Elizabeth Ramell) Nye,29,10.5,1
3,male,Mr. Ernest James Crease,19,8.16,0
3,female,Miss. Erna Alexandra Andersson,17,7.93,1
3,male,Mr. Vincenz Kink,26,8.66,0
2,male,Mr. Stephen Curnow Jenkin,32,10.5,0
3,female,Miss. Lillian Amy Goodwin,16,46.9,0
2,male,Mr. Ambrose Jr Hood,21,73.5,0
3,male,Mr. Apostolos Chronopoulos,26,14.45,0
3,male,Mr. Lee Bing,32,56.5,1
3,male,Mr. Sigurd Hansen Moen,25,7.65,0
3,male,Mr. Ivan Staneff,23,7.9,0
3,male,Mr. Rahamin Haim Moutal,28,8.05,0
2,male,Master. Alden Gates Caldwell,0.83,29,1
3,female,Miss. Elizabeth Dowdell,30,12.48,1
3,male,Mr. Achille Waelens,22,9,0
3,male,Mr. Jan Baptist Sheerlinck,29,9.5,1
3,female,Miss. Brigdet Delia McDermott,31,7.79,1
1,male,Mr. Francisco M Carrau,28,47.1,0
2,female,Miss. Bertha Ilett,17,10.5,1
3,female,Mrs. Karl Alfred (Maria Mathilda Gustafsson) Backstrom,33,15.85,1
3,male,Mr. William Neal Ford,16,34.38,0
3,male,Mr. Selman Francis Slocovski,20,8.05,0
1,female,Miss. Mabel Helen Fortune,23,263,1
3,male,Mr. Francesco Celotti,24,8.05,0
3,male,Mr. Emil Christmann,29,8.05,0
3,male,Mr. Paul Edvin Andreasson,20,7.85,0
1,male,Mr. Herbert Fuller Chaffee,46,61.18,0
3,male,Mr. Bertram Frank Dean,26,20.58,0
3,male,Mr. Daniel Coxon,59,7.25,0
3,male,Mr. Charles Joseph Shorney,22,8.05,0
1,male,Mr. George B Goldschmidt,71,34.65,0
1,male,Mr. William Bertram Greenfield,23,63.36,1
2,female,Mrs. John T (Ada Julia Bone) Doling,34,23,1
2,male,Mr. Sinai Kantor,34,26,0
3,female,Miss. Matilda Petranec,28,7.9,0
3,male,Mr. Pastcho Petroff,29,7.9,0
1,male,Mr. Richard Frasar White,21,77.29,0
3,male,Mr. Gustaf Joel Johansson,33,8.65,0
3,male,Mr. Anders Vilhelm Gustafsson,37,7.93,0
3,male,Mr. Stoytcho Mionoff,28,7.9,0
3,female,Miss. Anna Kristine Salkjelsvik,21,7.65,1
3,male,Mr. Albert Johan Moss,29,7.78,1
3,male,Mr. Tido Rekic,38,7.9,0
3,female,Miss. Bertha Moran,28,24.15,1
1,male,Mr. Walter Chamberlain Porter,47,52,0
3,female,Miss. Hileni Zabour,14.5,14.45,0
3,male,Mr. David John Barton,22,8.05,0
3,female,Miss. Katriina Jussila,20,9.83,0
3,female,Miss. Malake Attalah,17,14.46,0
3,male,Mr. Edvard Pekoniemi,21,7.93,0
3,male,Mr. Patrick Connors,70.5,7.75,0
2,male,Mr. William John Robert Turpin,29,21,0
1,male,Mr. Quigg Edmond Baxter,24,247.52,0
3,female,Miss. Ellis Anna Maria Andersson,2,31.28,0
2,male,Mr. Stanley George Hickman,21,73.5,0
3,male,Mr. Leonard Charles Moore,19,8.05,0
2,male,Mr. Nicholas Nasser,32.5,30.07,0
2,female,Miss. Susan Webber,32.5,13,1
1,male,Mr. Percival Wayland White,54,77.29,0
3,male,Master. Elias Nicola-Yarred,12,11.24,1
3,male,Mr. Martin McMahon,19,7.75,0
3,male,Mr. Fridtjof Arne Madsen,24,7.14,1
3,female,Miss. Anna Peter,2,22.36,1
3,male,Mr. Johan Ekstrom,45,6.98,0
3,male,Mr. Jozef Drazenoic,33,7.9,0
3,male,Mr. Domingos Fernandeo Coelho,20,7.05,0
3,female,Mrs. Alexander A (Grace Charity Laury) Robins,47,14.5,0
2,female,Mrs. Leopold (Mathilde Francoise Pede) Weisz,29,26,1
2,male,Mr. Samuel James Hayden Sobey,25,13,0
2,male,Mr. Emile Richard,23,15.05,0
1,female,Miss. Helen Monypeny Newsom,19,26.28,1
1,male,Mr. Jacques Heath Futrelle,37,53.1,0
3,male,Mr. Olaf Elon Osen,16,9.22,0
1,male,Mr. Victor Giglio,24,79.2,0
3,female,Mrs. Joseph (Sultana) Boulos,40,15.25,0
3,female,Miss. Anna Sofia Nysten,22,7.75,1
3,female,Mrs. Pekka Pietari (Elin Matilda Dolck) Hakkarainen,24,15.85,1
3,male,Mr. Jeremiah Burke,19,6.75,0
2,male,Mr. Edgardo Samuel Andrew,18,11.5,0
2,male,Mr. Joseph Charles Nicholls,19,36.75,0
3,male,Mr. August Edvard Andersson,27,7.8,1
3,female,Miss. Robina Maggie Ford,9,34.38,0
2,male,Mr. Michel Navratil,36.5,26,0
2,male,Rev. Thomas Roussel Davids Byles,42,13,0
2,male,Rev. Robert James Bateman,51,12.53,0
1,female,Mrs. Thomas (Edith Wearne) Pears,22,66.6,1
3,male,Mr. Alfonzo Meo,55.5,8.05,0
3,male,Mr. Austin Blyler van Billiard,40.5,14.5,0
3,male,Mr. Ole Martin Olsen,27,7.31,0
1,male,Mr. Charles Duane Williams,51,61.38,0
3,female,Miss. Katherine Gilnagh,16,7.73,1
3,male,Mr. Harry Corn,30,8.05,0
3,male,Mr. Mile Smiljanic,37,8.66,0
3,male,Master. Thomas Henry Sage,5,69.55,0
3,male,Mr. John Hatfield Cribb,44,16.1,0
2,female,Mrs. James (Elizabeth Inglis Milne) Watt,40,15.75,1
3,male,Mr. John Viktor Bengtsson,26,7.78,0
3,male,Mr. Jovo Calic,17,8.66,0
3,male,Master. Eino Viljami Panula,1,39.69,0
3,male,Master. Frank John William Goldsmith,9,20.53,1
1,female,Mrs. (Edith Martha Bowerman) Chibnall,48,55,1
3,female,Mrs. William (Anna Bernhardina Karlsson) Skoog,45,27.9,0
1,male,Mr. John D Baumann,60,25.93,0
3,male,Mr. Lee Ling,28,56.5,0
1,male,Mr. Wyckoff Van der hoef,61,33.5,0
3,male,Master. Arthur Rice,4,29.13,0
3,female,Miss. Eleanor Ileen Johnson,1,11.13,1
3,male,Mr. Antti Wilhelm Sivola,21,7.93,0
1,male,Mr. James Clinch Smith,56,30.7,0
3,male,Mr. Klas Albin Klasen,18,7.85,0
3,male,Master. Henry Forbes Lefebre,5,25.47,0
1,female,Miss. Ann Elizabeth Isham,50,28.71,0
2,male,Mr. Reginald Hale,30,13,0
3,male,Mr. Lionel Leonard,36, -   ,0
3,female,Miss. Constance Gladys Sage,8,69.55,0
2,male,Mr. Rene Pernot,39,15.05,0
3,male,Master. Clarence Gustaf Hugo Asplund,9,31.39,0
2,male,Master. Richard F Becker,1,39,1
3,female,Miss. Luise Gretchen Kink-Heilmann,4,22.03,1
1,male,Mr. Hugh Roscoe Rood,39,50,0
3,female,Mrs. Thomas (Johanna Godfrey) O'Brien,26,15.5,1
1,male,Mr. Charles Hallace Romaine,45,26.55,1
3,male,Mr. John Bourke,40,15.5,0
3,male,Mr. Stjepan Turcin,36,7.9,0
2,female,Mrs. (Rosa) Pinsky,32,13,1
2,male,Mr. William Carbines,19,13,0
3,female,Miss. Carla Christine Nielsine Andersen-Jensen,19,7.85,1
2,male,Master. Michel M Navratil,3,26,1
1,female,Mrs. James Joseph (Margaret Tobin) Brown,44,27.72,1
1,female,Miss. Elise Lurette,58,146.52,1
3,male,Mr. Robert Mernagh,28,7.75,0
3,male,Mr. Karl Siegwart Andreas Olsen,42,8.4,0
3,female,Miss. Margaret Madigan,21,7.75,1
2,female,Miss. Henriette Yrois,24,13,0
3,male,Mr. Nestor Cyriel Vande Walle,28,9.5,0
3,male,Mr. Frederick Sage,17,69.55,0
3,male,Mr. Jakob Alfred Johanson,34,6.5,0
3,male,Mr. Gerious Youseff,45.5,7.23,0
3,male,Mr. Gurshon Cohen,18,8.05,1
3,female,Miss. Telma Matilda Strom,2,10.46,0
3,male,Mr. Karl Alfred Backstrom,32,15.85,0
3,male,Mr. Nassef Cassem Albimona,26,18.79,1
3,female,Miss. Helen Carr,16,7.75,1
1,male,Mr. Henry Blank,40,31,1
3,male,Mr. Ahmed Ali,24,7.05,0
2,female,Miss. Clear Annie Cameron,35,21,1
3,male,Mr. John Henry Perkin,22,7.25,0
2,male,Mr. Hans Kristensen Givard,30,13,0
3,male,Mr. Philip Kiernan,22,7.75,0
1,female,Miss. Madeleine Newell,31,113.28,1
3,female,Miss. Eliina Honkanen,27,7.93,1
2,male,Mr. Sidney Samuel Jacobsohn,42,27,0
1,female,Miss. Albina Bazzani,32,76.29,1
2,male,Mr. Walter Harris,30,10.5,0
3,male,Mr. Victor Francis Sunderland,16,8.05,1
2,male,Mr. James H Bracken,27,13,0
3,male,Mr. George Henry Green,51,8.05,0
3,male,Mr. Christo Nenkoff,22,7.9,0
1,male,Mr. Frederick Maxfield Hoyt,38,90,1
3,male,Mr. Karl Ivar Sven Berglund,22,9.35,0
2,male,Mr. William John Mellors,19,10.5,1
3,male,Mr. John Hall Lovell,20.5,7.25,0
2,male,Mr. Arne Jonas Fahlstrom,18,13,0
3,female,Miss. Mathilde Lefebre,12,25.47,0
1,female,Mrs. Henry Birkhardt (Irene Wallach) Harris,35,83.48,1
3,male,Mr. Bengt Edvin Larsson,29,7.78,0
2,male,Mr. Ernst Adolf Sjostedt,59,13.5,0
3,female,Miss. Lillian Gertrud Asplund,5,31.39,1
2,male,Mr. Robert William Norman Leyson,24,10.5,0
3,female,Miss. Alice Phoebe Harknett,21,7.55,0
2,male,Mr. Stephen Hold,44,26,0
2,female,Miss. Marjorie Collyer,8,26.25,1
2,male,Mr. Frederick William Pengelly,19,10.5,0
2,male,Mr. George Henry Hunt,33,12.28,0
3,female,Miss. Thamine Zabour,19,14.45,0
3,female,Miss. Katherine Murphy,18,15.5,1
2,male,Mr. Reginald Charles Coleridge,29,10.5,0
3,male,Mr. Matti Alexanteri Maenpaa,22,7.13,0
3,male,Mr. Sleiman Attalah,30,7.23,0
1,male,Dr. William Edward Minahan,44,90,0
3,female,Miss. Agda Thorilda Viktoria Lindahl,25,7.78,0
2,female,Mrs. William (Anna) Hamalainen,24,14.5,1
1,male,Mr. Richard Leonard Beckwith,37,52.55,1
2,male,Rev. Ernest Courtenay Carter,54,26,0
3,male,Mr. James George Reed,18,7.25,0
3,female,Mrs. Wilhelm (Elna Matilda Persson) Strom,29,10.46,0
1,male,Mr. William Thomas Stead,62,26.55,0
3,male,Mr. William Arthur Lobb,30,16.1,0
3,female,Mrs. Viktor (Helena Wilhelmina) Rosblom,41,20.21,0
3,female,Mrs. Darwis (Hanne Youssef Razi) Touma,29,15.25,1
1,female,Mrs. Gertrude Maybelle Thorne,38,79.2,1
1,female,Miss. Gladys Cherry,30,86.5,1
1,female,Miss. Anna Ward,35,512.33,1
2,female,Mrs. (Lutie Davis) Parrish,50,26,1
3,male,Master. Edvin Rojj Felix Asplund,3,31.39,1
1,male,Mr. Emil Taussig,52,79.65,0
1,male,Mr. William Harrison,40, -   ,0
3,female,Miss. Delia Henry,21,7.75,0
2,male,Mr. David Reeves,36,10.5,0
3,male,Mr. Ernesti Arvid Panula,16,39.69,0
3,male,Mr. Ernst Ulrik Persson,25,7.78,1
1,female,Mrs. William Thompson (Edith Junkins) Graham,58,153.46,1
1,female,Miss. Amelia Bissette,35,135.63,1
1,male,Mr. Alexander Cairns,28,31,0
3,male,Mr. William Henry Tornquist,25, -   ,1
2,female,Mrs. (Elizabeth Anne Maidment) Mellinger,41,19.5,1
1,male,Mr. Charles H Natsch,37,29.7,0
3,female,Miss. Hanora Healy,33,7.75,1
1,female,Miss. Kornelia Theodosia Andrews,63,77.96,1
3,female,Miss. Augusta Charlotta Lindblom,45,7.75,0
2,male,Mr. Francis Parkes,21, -   ,0
3,male,Master. Eric Rice,7,29.13,0
3,female,Mrs. Stanton (Rosa Hunt) Abbott,35,20.25,1
3,male,Mr. Frank Duane,65,7.75,0
3,male,Mr. Nils Johan Goransson Olsson,28,7.85,0
3,male,Mr. Alfons de Pelsmaeker,16,9.5,0
3,male,Mr. Edward Arthur Dorking,19,8.05,1
1,male,Mr. Richard William Smith,57,26,0
3,male,Mr. Ivan Stankovic,33,8.66,0
3,male,Mr. Theodore de Mulder,30,9.5,1
3,male,Mr. Penko Naidenoff,22,7.9,0
2,male,Mr. Masabumi Hosono,42,13,1
3,female,Miss. Kate Connolly,22,7.75,1
1,female,Miss. Ellen Barber,26,78.85,1
1,female,Mrs. Dickinson H (Helen Walton) Bishop,19,91.08,1
2,male,Mr. Rene Jacques Levy,36,12.88,0
3,female,Miss. Aloisia Haas,24,8.85,0
3,male,Mr. Ivan Mineff,24,7.9,0
1,male,Mr. Ervin G Lewy,30,27.72,0
3,male,Mr. Mansour Hanna,23.5,7.23,0
1,female,Miss. Helen Loraine Allison,2,151.55,0
1,male,Mr. Adolphe Saalfeld,47,30.5,1
1,female,Mrs. James (Helene DeLaudeniere Chaput) Baxter,50,247.52,1
3,female,Miss. Anna Katherine Kelly,20,7.75,1
3,male,Mr. Bernard McCoy,24,23.25,1
3,male,Mr. William Cahoone Jr Johnson,19, -   ,0
2,female,Miss. Nora A Keane,46,12.35,1
3,male,Mr. Howard Hugh Williams,28,8.05,0
1,male,Master. Hudson Trevor Allison,0.92,151.55,1
1,female,Miss. Margaret Fleming,42,110.88,1
1,female,Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo) Penasco y Castellana,17,108.9,1
2,male,Mr. Samuel Abelson,30,24,0
1,female,Miss. Laura Mabel Francatelli,30,56.93,1
1,female,Miss. Margaret Bechstein Hays,24,83.16,1
1,female,Miss. Emily Borie Ryerson,18,262.38,1
2,female,Mrs. William (Anna Sylfven) Lahtinen,26,26,0
3,male,Mr. Ignjac Hendekovic,28,7.9,0
2,male,Mr. Benjamin Hart,43,26.25,0
3,female,Miss. Helmina Josefina Nilsson,26,7.85,1
2,female,Mrs. Sinai (Miriam Sternin) Kantor,24,26,1
2,male,Dr. Ernest Moraweck,54,14,0
1,female,Miss. Mary Natalie Wick,31,164.87,1
1,female,Mrs. Frederic Oakley (Margaretta Corning Stone) Spedden,40,134.5,1
3,male,Mr. Samuel Dennis,22,7.25,0
3,male,Mr. Yoto Danoff,27,7.9,0
2,female,Miss. Hilda Mary Slayter,30,12.35,1
2,female,Mrs. Albert Francis (Sylvia Mae Harbaugh) Caldwell,22,29,1
3,male,Mr. George John Jr Sage,20,69.55,0
1,female,Miss. Marie Grice Young,36,135.63,1
3,male,Mr. Johan Hansen Nysveen,61,6.24,0
2,female,Mrs. (Ada E Hall) Ball,36,13,1
3,female,Mrs. Frank John (Emily Alice Brown) Goldsmith,31,20.53,1
1,female,Miss. Jean Gertrude Hippach,16,57.98,1
3,female,Miss. Agnes McCoy,28,23.25,1
1,male,Mr. Austen Partner,45.5,28.5,0
1,male,Mr. George Edward Graham,38,153.46,0
3,male,Mr. Leo Edmondus Vander Planke,16,18,0
1,female,Mrs. Henry William (Clara Heinsheimer) Frauenthal,42,133.65,1
3,male,Mr. Mitto Denkoff,30,7.9,0
1,male,Mr. Thomas Clinton Pears,29,66.6,0
1,female,Miss. Elizabeth Margaret Burns,41,134.5,1
3,male,Mr. Karl Edwart Dahl,45,8.05,1
1,male,Mr. Stephen Weart Blackwell,45,35.5,0
2,male,Master. Edmond Roger Navratil,2,26,1
1,female,Miss. Alice Elizabeth Fortune,24,263,1
2,male,Mr. Erik Gustaf Collander,28,13,0
2,male,Mr. Charles Frederick Waddington Sedgwick,25,13,0
2,male,Mr. Stanley Hubert Fox,36,13,0
2,female,Miss. Amelia Brown,24,13,1
2,female,Miss. Marion Elsie Smith,40,13,1
3,female,Mrs. Thomas Henry (Mary E Finck) Davison,34,16.1,1
3,male,Master. William Loch Coutts,3,15.9,1
3,male,Mr. Jovan Dimic,42,8.66,0
3,male,Mr. Nils Martin Odahl,23,9.23,0
1,male,Mr. Fletcher Fellows Williams-Lambert,43,35,0
3,male,Mr. Tannous Elias,15,7.23,0
3,male,Mr. Josef Arnold-Franchi,25,17.8,0
3,male,Mr. Wazli Yousif,23,7.23,0
3,male,Mr. Leo Peter Vanden Steen,28,9.5,0
1,female,Miss. Elsie Edith Bowerman,22,55,1
2,female,Miss. Annie Clemmer Funk,38,13,0
3,female,Miss. Mary McGovern,22,7.88,1
3,female,Miss. Helen Mary Mockler,23,7.88,1
3,male,Mr. Wilhelm Skoog,40,27.9,0
2,male,Mr. Sebastiano del Carlo,29,27.72,0
3,female,Mrs. (Catherine David) Barbara,45,14.45,0
3,male,Mr. Adola Asim,35,7.05,0
3,male,Mr. Thomas O'Brien,27,15.5,0
3,male,Mr. Mauritz Nils Martin Adahl,30,7.25,0
1,female,Mrs. Frank Manley (Anna Sophia Atkinson) Warren,60,75.25,1
3,female,Mrs. (Mantoura Boulos) Moussa,35,7.23,1
3,female,Miss. Annie Jermyn,22,7.75,1
1,female,Mme. Leontine Pauline Aubart,24,69.3,1
1,male,Mr. George Achilles Harder,25,55.44,1
3,male,Mr. Jakob Alfred Wiklund,18,6.5,0
3,male,Mr. William Thomas Beavan,19,8.05,0
1,male,Mr. Sante Ringhini,22,135.63,0
3,female,Miss. Stina Viola Palsson,3,21.08,0
1,female,Mrs. Edgar Joseph (Leila Saks) Meyer,25,82.17,1
3,female,Miss. Aurora Adelia Landergren,22,7.25,1
1,male,Mr. Harry Elkins Widener,27,211.5,0
3,male,Mr. Tannous Betros,20,4.01,0
3,male,Mr. Karl Gideon Gustafsson,19,7.78,0
1,female,Miss. Rosalie Bidois,42,227.53,1
3,female,Miss. Maria Nakid,1,15.74,1
3,male,Mr. Juho Tikkanen,32,7.93,0
1,female,Mrs. Alexander Oskar (Mary Aline Towner) Holverson,35,52,1
3,male,Mr. Vasil Plotcharsky,27,7.9,0
2,male,Mr. Charles Henry Davies,18,73.5,0
3,male,Master. Sidney Leonard Goodwin,1,46.9,0
2,female,Miss. Kate Buss,36,13,1
3,male,Mr. Matthew Sadlier,19,7.73,0
2,female,Miss. Bertha Lehmann,17,12,1
1,male,Mr. William Ernest Carter,36,120,1
3,male,Mr. Carl Olof Jansson,21,7.8,1
3,male,Mr. Johan Birger Gustafsson,28,7.93,0
1,female,Miss. Marjorie Newell,23,113.28,1
3,female,Mrs. Hjalmar (Agnes Charlotta Bengtsson) Sandstrom,24,16.7,1
3,male,Mr. Erik Johansson,22,7.8,0
3,female,Miss. Elina Olsson,31,7.85,0
2,male,Mr. Peter David McKane,46,26,0
2,male,Dr. Alfred Pain,23,10.5,0
2,female,Mrs. William H (Jessie L) Trout,28,12.65,1
3,male,Mr. Juha Niskanen,39,7.93,1
3,male,Mr. John Adams,26,8.05,0
3,female,Miss. Mari Aina Jussila,21,9.83,0
3,male,Mr. Pekka Pietari Hakkarainen,28,15.85,0
3,female,Miss. Marija Oreskovic,20,8.66,0
2,male,Mr. Shadrach Gale,34,21,0
3,male,Mr. Carl/Charles Peter Widegren,51,7.75,0
2,male,Master. William Rowe Richards,3,18.75,1
3,male,Mr. Hans Martin Monsen Birkeland,21,7.78,0
3,female,Miss. Ida Lefebre,3,25.47,0
3,male,Mr. Todor Sdycoff,42,7.9,0
3,male,Mr. Henry Hart,27,6.86,0
1,female,Miss. Daisy E Minahan,33,90,1
2,male,Mr. Alfred Fleming Cunningham,22, -   ,0
3,male,Mr. Johan Julian Sundman,44,7.93,1
3,female,Mrs. Thomas (Annie Louise Rowley) Meek,32,8.05,0
2,female,Mrs. James Vivian (Lulu Thorne Christian) Drew,34,32.5,1
2,female,Miss. Lyyli Karoliina Silven,18,13,1
2,male,Mr. William John Matthews,30,13,0
3,female,Miss. Catharina Van Impe,10,24.15,0
3,male,Mr. David Charters,21,7.73,0
3,male,Mr. Leo Zimmerman,29,7.88,0
3,female,Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren) Danbom,28,14.4,0
3,male,Mr. Viktor Richard Rosblom,18,20.21,0
3,male,Mr. Phillippe Wiseman,54,7.25,0
2,female,Mrs. Charles V (Ada Maria Winfield) Clarke,28,26,1
2,female,Miss. Kate Florence Phillips,19,26,1
3,male,Mr. James Flynn,28,7.75,0
3,male,Mr. Berk (Berk Trembisky) Pickard,32,8.05,1
1,male,Mr. Mauritz Hakan Bjornstrom-Steffansson,28,26.55,1
3,female,Mrs. Percival (Florence Kate White) Thorneycroft,33,16.1,1
2,female,Mrs. Charles Alexander (Alice Adelaide Slow) Louch,42,26,1
3,male,Mr. Nikolai Erland Kallio,17,7.13,0
1,male,Mr. William Baird Silvey,50,55.9,0
1,female,Miss. Lucile Polk Carter,14,120,1
3,female,Miss. Doolina Margaret Ford,21,34.38,0
2,female,Mrs. Sidney (Emily Hocking) Richards,24,18.75,1
1,male,Mr. Mark Fortune,64,263,0
2,male,Mr. Johan Henrik Johannesson Kvillner,31,10.5,0
2,female,Mrs. Benjamin (Esther Ada Bloomfield) Hart,45,26.25,1
3,male,Mr. Leon Hampe,20,9.5,0
3,male,Mr. Johan Emil Petterson,25,7.78,0
